id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChdDSUhNMG9nS0VJQ0FnSUNIb1BlSF9BRRAB,Very beautiful church! Do not miss🤗 …,3 months ago,2024-12-27 20:41:57.513506,5.0,Biles Natalie,23,https://www.google.com/maps/contrib/110525300176674578681/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSUNVNF9qS2dBRRAB,"On the road to Seine river bank, near la tour Eiffel",5 years ago,2024-12-27 20:41:57.517507,5.0,Duc San Nguyen,121,https://www.google.com/maps/contrib/105302777702109540760/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUM0bFBhcTFnRRAB,"A sense of tranquility and warmth is the ambience one feels when entering into this historic church. Byzantine and Romanesque architecture at its finest! I visited this amazing Catholic Church in January 2017. It was a Sunday and just after Sunday Mass I was able to enter and visit. Immediately upon entering I was overwhelmed with the enormity of the interior! There are sculptures and decorative designs with frescoes like the one of the Moslem painter, Nicolas Untersteller. The church is actually consisted of three parts, with the tower being the most prominent. The stupendous façade is unbelievably grand. The central steeple is absolutely breathtaking! This may be a 1930s structure but the original church dates back to 11th century! If you're around arrondissement 16th, this is a must visit.",5 years ago,2024-12-27 20:41:57.517507,5.0,Antoine M,"1,956",https://www.google.com/maps/contrib/113493032279416500253/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUREeEs2U1dREAE,Super architecture & amazing building structure,8 months ago,2024-12-27 20:41:57.517507,5.0,Nisarga Yoga (Dr Amarayya),600,https://www.google.com/maps/contrib/101717504546659593290/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNHNHVyb1lREAE,Beautiful Church and we were lucky enough to hear an Italian choir practicing.,3 years ago,2024-12-27 20:41:57.517507,5.0,tom gorman,19,https://www.google.com/maps/contrib/114103558579636172083/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNKaXFpbkZREAE,Magnificent.,a year ago,2024-12-27 20:41:57.518507,5.0,LocalPro Plumb,167,https://www.google.com/maps/contrib/104401723826873033991/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURPcnA3ZC13RRAB,"Very beautiful, a quiet escape from the bustling city",2 years ago,2024-12-27 20:41:57.518507,4.0,Will Smithey,99,https://www.google.com/maps/contrib/107033089397628713538/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURHdE9Ea29nRRAB,"What a surprise! Beautiful arquitecture, a real place for faith.",3 years ago,2024-12-27 20:42:01.659454,5.0,Pedro Repilado,174,https://www.google.com/maps/contrib/113907508260251945373/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUMwdjRiaUlnEAE,Wonderful and historical place while seeing the view of paris,5 years ago,2024-12-27 20:42:01.659454,5.0,tatag budiarto,59,https://www.google.com/maps/contrib/106131257190563275558/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURXdXJhSnlRRRAB,Beautiful parish church in the real downtown of Paris.,2 years ago,2024-12-27 20:42:01.659454,5.0,Svetoslav Vasileff,210,https://www.google.com/maps/contrib/117862590448853326678/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNVeVk3dC1BRRAB,So beautiful. Architecture and history is amazing.,5 years ago,2024-12-27 20:42:01.659454,5.0,Jason Badell,71,https://www.google.com/maps/contrib/112652277010260128985/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNyM01UNmJ3EAE,Amazing,5 months ago,2024-12-27 20:42:01.660454,5.0,Sabi Singh,25,https://www.google.com/maps/contrib/113859177571629601017/reviews?hl=en
ChRDSUhNMG9nS0VJQ0FnSUNjamRrcBAB,Very peaceful and very unusual. A must be seen...,4 years ago,2024-12-27 20:42:01.660454,5.0,_to_be _deleted,38,https://www.google.com/maps/contrib/112553575948316674580/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUM2bDluR3R3RRAB,The place was so solemn and peaceful 🙏 …,3 years ago,2024-12-27 20:42:01.660454,5.0,Nice Magnampo,13,https://www.google.com/maps/contrib/113359194948896285305/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURBdDU3ZTVnRRAB,I love to go there all the time.,6 years ago,2024-12-27 20:42:01.660454,5.0,Charlie Allin,42,https://www.google.com/maps/contrib/108432877769088931317/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURVcXZlY2dRRRAB,Historical amazing architecture,5 years ago,2024-12-27 20:42:01.661454,4.0,Abd Arabi,"1,184",https://www.google.com/maps/contrib/113175616754182914817/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUMwOXVlN3JnRRAB,Very good,5 years ago,2024-12-27 20:42:01.661454,5.0,Arto Arto,0,https://www.google.com/maps/contrib/107121988766007311819/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUQwX0xPY2Z3EAE,Very nice,5 years ago,2024-12-27 20:42:06.067652,5.0,Ricardo Godoy,3,https://www.google.com/maps/contrib/113073168824705038104/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNONVBHTVVBEAE,Super,11 months ago,2024-12-27 20:42:06.068653,5.0,martin le gendre,86,https://www.google.com/maps/contrib/116386990155199081395/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURVNXVmaDBBRRAB,It is wonderful inside,5 years ago,2024-12-27 20:42:06.068653,4.0,Charles Kimeria,126,https://www.google.com/maps/contrib/104344237661649393073/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUQwdHFQc01REAE,Amazing architecture,5 years ago,2024-12-27 20:42:06.068653,5.0,Toni is traveling,933,https://www.google.com/maps/contrib/112092604242223846516/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURramMzdUN3EAE,Silence,5 years ago,2024-12-27 20:42:06.068653,5.0,victorinox7612,64,https://www.google.com/maps/contrib/100251861292011432297/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNMb3ZlTUJBEAE,it is a very interesting and truly original church. You must take the time to see the numerous decorations inside and also outside.,6 months ago,2024-12-27 20:42:06.069652,4.0,Fabriceファブリッス,381,https://www.google.com/maps/contrib/108130134219507128019/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUM3dk5ybUNBEAE,"One of the many Churches in Paris, with great architecture and a beautiful façade.",4 months ago,2024-12-27 20:42:06.069652,4.0,MBO,378,https://www.google.com/maps/contrib/103128354052194063781/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURwdUlMSzVRRRAB,"What a beautiful church. I walked on the Avenue Marceau on the afternoon of Assumption Day on August 15th and visited Saint-Pierre de Chaillot. It was peaceful and solemn, and the carvings outside the church were so beautiful. The carvings on the columns inside are completely different from other ordinary churches, and it is well worth a visit.  I sat quietly in the church for half an hour and fully felt the place.  If you continue walking forward, you will reach the Arc de Triomphe.",a year ago,2024-12-27 20:42:06.069652,5.0,小墨Little More,76,https://www.google.com/maps/contrib/109130481633648240032/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUMtX3QtLUtBEAE,"One of the few large churches built in the 1930s in Paris.  It is severe, with its gray concrete, its absence of large frescoes, and resembles, through its vaults, those large funerary monuments built near Verdun (the Douaumont ossuary, in particular) but there is something solemn and beauty in this sobriety.  I was unable to see the facade, which is currently being restored.",2 years ago,2024-12-27 20:42:06.069652,5.0,Bernard Laguerre,"1,017",https://www.google.com/maps/contrib/111156883204579674905/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNzeDdTZ3ZRRRAB,"A large and silent place, where meditation for prayer is favored by the elegant simplicity of the interiors and the quiet. Evidently well managed (a defibrillator is also available and the entrance for people with disabilities is at the back, convenient and always available) it is a place open to hospitality, a Parisian point of reference for the Italian and Spanish-speaking communities. The choir is excellent and the commitment (and intelligence) of the priest who follows the Italian-speaking faithful is remarkable. A crypt is attached. Masses in Italian: Saturday at 6.00pm in the crypt and at 6.30pm in the Church; Sunday at 5.30pm in the church. At 7.00 pm on Sunday it is possible to participate in a Gregorian Mass. An experience without pomp but spiritually intense, thanks to the singing of some parts also in Latin and the sound of the magnificent organ present in the Church.",2 years ago,2024-12-27 20:42:06.070652,5.0,Giovanni Aliquò,392,https://www.google.com/maps/contrib/108934562363724626960/reviews?hl=en
