id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChdDSUhNMG9nS0VJQ0FnSUNfM3NDNmpRRRAB,"Great place to relax, read a book, bask in the sun (in case there is some sun) and people watch.",a week ago,2025-01-24 12:52:51.270528,5.0,Mike Aoun,"1,023",https://www.google.com/maps/contrib/111919836695870396234/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSURqazdyMUhnEAE,In weekends hart to find spot to sit,8 months ago,2025-01-24 12:52:51.276528,3.0,Mantas Mikulėnas,190,https://www.google.com/maps/contrib/108107144869253233931/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUN6NjdYNlBnEAE,One of my favourite spots in Paris.,7 months ago,2025-01-24 12:52:51.276528,5.0,Norm P.,704,https://www.google.com/maps/contrib/109965370302024264391/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNIaS1HTURBEAE,8 september  2024,4 months ago,2025-01-24 12:52:51.277528,5.0,Mona Bengtsen,83,https://www.google.com/maps/contrib/104127734305933024623/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUM2cmIyWjR3RRAB,Beautiful garden to sit and relax,3 years ago,2025-01-24 12:52:51.277528,5.0,roy leshniak,753,https://www.google.com/maps/contrib/108694951536923953236/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNiMXBtNzVRRRAB,Big fire started today 26 July 2024.,5 months ago,2025-01-24 12:52:51.278528,5.0,Joe Blow,0,https://www.google.com/maps/contrib/115094166828677686747/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNSeHB2ZkxREAE,Nice fountain in Tuilery gardens.,a year ago,2025-01-24 12:52:51.278528,5.0,Van Zee,152,https://www.google.com/maps/contrib/115137525039954472054/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURCbVByN0hBEAE,Perfect place to sit down and take in the view of all of Paris around you.  Nice that there were garden chairs!,2 years ago,2025-01-24 12:52:51.279528,5.0,Nico de Graaf,49,https://www.google.com/maps/contrib/102866312269395548557/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUR6d2N6MWZREAE,Very nice.  Busy yet peaceful.,7 months ago,2025-01-24 12:52:55.442902,5.0,Adam C,306,https://www.google.com/maps/contrib/100304608243337429288/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNHN2RIMnJRRRAB,Relax after visiting the museum,3 years ago,2025-01-24 12:52:55.443906,5.0,Imam Nader Akkad,210,https://www.google.com/maps/contrib/112989499067758520041/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURibzRDY3p3RRAB,The site for the cauldron of the Paris 2024 Olympics,5 months ago,2025-01-24 12:52:55.443906,5.0,Micheál Burke,3,https://www.google.com/maps/contrib/110745517363935317884/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUQwNWRxLXN3RRAB,Large round pond located in the Tuileries Gardens. There are lots of seating around the perimeter of the pond.,5 years ago,2025-01-24 12:52:55.444903,5.0,Ian Fry,"2,107",https://www.google.com/maps/contrib/113649455051781893519/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURPa3FLNGpnRRAB,I had to wait for hours to find a chair! Haha really great place,2 years ago,2025-01-24 12:52:55.444903,5.0,El-houcine Brahim,68,https://www.google.com/maps/contrib/102894787059952338816/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNqbWZ2QmdRRRAB,best city,9 months ago,2025-01-24 12:52:55.445904,5.0,Charles De Katalaere,27,https://www.google.com/maps/contrib/110100021841735111230/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUQ2c1pqUjJRRRAB,Nice spot to pull up a chair and watch the ducks.,3 years ago,2025-01-24 12:52:55.445904,4.0,David Sandler,125,https://www.google.com/maps/contrib/114202033677451462856/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUN1LV9hOHBBRRAB,Duck watching & people watching,2 years ago,2025-01-24 12:52:55.445904,4.0,Evelyn C.,"1,320",https://www.google.com/maps/contrib/111892385198778385233/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUR0MzVTcDl3RRAB,Wonderful especially in spring,11 months ago,2025-01-24 12:52:55.446904,5.0,Brennan,711,https://www.google.com/maps/contrib/102072753417296021654/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNiMXZ2NEJBEAE,Operation JO 2024 !,5 months ago,2025-01-24 12:52:55.446904,5.0,Laurent Bel,2,https://www.google.com/maps/contrib/117042210509105049049/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNSN1lMaTJnRRAB,Splendid for ducks and floating bread,a year ago,2025-01-24 12:52:59.686505,3.0,Y not Now,87,https://www.google.com/maps/contrib/114727600526152479237/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURMb2I2YW9BRRAB,love the vibes,6 months ago,2025-01-24 12:52:59.686505,5.0,Indah Mutiara Putri F,7,https://www.google.com/maps/contrib/107031044136660958245/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURtN08yei1RRRAB,I want to go back there so bad,3 years ago,2025-01-24 12:52:59.687505,5.0,Worakanok A.,614,https://www.google.com/maps/contrib/101566556109928120679/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNPbGFEdFdREAE,amazing,2 years ago,2025-01-24 12:52:59.687505,5.0,Ali ALqhtani,12,https://www.google.com/maps/contrib/112253315409438131893/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUN4dTlQeGJnEAE,Like,a year ago,2025-01-24 12:52:59.688505,5.0,fahad alshaqha,416,https://www.google.com/maps/contrib/110209668425793246377/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURiaG9DaC13RRAB,"Visit to the Olympic flame, very beautiful moment, very beautiful place, I strongly recommend going there! With reservations required, there are not too many people and you can enjoy the flame and take photos! The rise into the sky of the flame from 10 p.m. must also be an exceptional experience!",5 months ago,2025-01-24 12:52:59.688505,5.0,louis-paul Paty,125,https://www.google.com/maps/contrib/116193634087286093481/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUQ3dzlhRzh3RRAB,"Jardin des Tuileries, often translated as Tuileries Garden, is a royal garden with a long history located in the center of Paris, France. Its history can be traced back to the end of the 16th century, when it was built as a private garden for the French royal family. Part of the banks of the Seine that was included in the UNESCO World Heritage List in 1991. The gardens were designed by Catherine de Medici in 1564 as the gardens of her residence, the Palais des Tuileries. Originally created primarily to decorate the Tuileries Palace, the gardens were carefully designed as a private space for the royal family, with gorgeous landscaping and elegant arrangements. At the end of the 17th century, Louis XIV decided to open the garden to the public, becoming the first royal garden in France open to the public. This decision not only allowed the public to enjoy this exquisite green space, but also marked an important turning point in the history of France. During the Paris Commune in 1871, the Tuileries Palace was razed to the ground by revolutionaries. The Tuileries Palace, which was burned down during the French Revolution, was not demolished until 1883, and the original site of the palace became part of the Tuileries Garden. The Tuileries Garden is located on the left bank of the Seine, adjacent to the Musée du Louvre. The gardens cover approximately 25 hectares and feature an elegant layout and rich historical heritage. The garden is planted with a variety of trees, flowers and sculptures, as well as open lawns and tranquil fountains. It is not only a good place for Parisians to take a leisurely walk, but also an excellent place to appreciate the French gardening style.",4 months ago,2025-01-24 12:52:59.689505,5.0,Zijian Hua,419,https://www.google.com/maps/contrib/103103648745815029344/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNmN2VTUXZ3RRAB,"with the beloved woman Cristina Ferreira at Tulheries in Paris After 11 years we returned to the French capital, revisiting each of its monuments and holding hands on the banks of the fountains and lakes. always together",3 weeks ago,2025-01-24 12:52:59.690505,5.0,Gustavo Montenegro,550,https://www.google.com/maps/contrib/105348514520347190038/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNIbWNEYVJBEAE,"If in normal times the garden is fantastic, then at the Olympic Games with Lá Vasque, the Olympic balloon torch, it was top only at sunset, at this moment it is without a doubt the most visited garden square in Paris",4 months ago,2025-01-24 12:52:59.691505,5.0,Henrique Simões,691,https://www.google.com/maps/contrib/102297073260512734986/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNQNmY2NC1nRRAB,"Rain, Monday, end of November and a huge number of tourists, students in class with notebooks to find the answer. Tour guides. Fotnatn are working. Come and take photos. For free.",a month ago,2025-01-24 12:52:59.691505,5.0,Helen Polishuk,112,https://www.google.com/maps/contrib/105626905747262305312/reviews?hl=en
