id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChZDSUhNMG9nS0VJQ0FnSURmd2Jyc2VnEAE,Another location where you can find a lot of nice art performances.,2 weeks ago,2025-01-24 13:04:08.241567,4.0,Mike Aoun,"1,023",https://www.google.com/maps/contrib/111919836695870396234/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUNSb0xqbERnEAE,"Terrible experience in this train station. Beware when you visit this louvre pyramid. Every place is scam in paris, especially in Louvre Pyramid area. Scam, thief and robber. I want to share my experience visiting Louvre Pyramid. After we visit and want leave Lourve Pyramid. We take metro train. We go down the metro station staircase, and we want to find the machine selling ticket. But we cannot find the machine. We see the exit gate open, and a staff holding a small machine. We thought he selling metro ticket. Then we enter and approaching him telling him we want to buy metro ticket. He directly said we enter the area without ticket, and 4 people wearing RATP metro uniform come and stop us. And 1 of the female caught my children (9 year old kid) . Force us to pay fine 60 euro x 5 person = 300 euro. We have 5 person (2 children, 2 female, 1 male) .  We know this is a scam trap to us tourist. We said we call the police, and 1 of the staff take out a badge saying that he is a police. But we guessing he is metro staff want to cheat us. Because we have 2 children, and he threatened to catch our children telling us want to put our family in jail. We think just dont make so much mess because we are tourist in paris, and if police came, police might just help their own people. So we just pay the 300 euro to them. This is a BIG SCAM. I management to take a photo on the incident at the time we pay him the fine. My friend from Singapore also got same type of metro scam in this louvre paramid metro station. Please stay away and beware.",a year ago,2025-01-24 13:04:08.251567,1.0,Cle Cle,4,https://www.google.com/maps/contrib/113897386589269688579/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUN4MDRTUlpREAE,Metro stop: you don’t need a ticket to exit the station but beware of blue uniformed staff at this stop ready to corner tourists who lose their metro tickets and try to make you pay 50 euros for a lost ticket. They are curt and ready to swipe your credit card for the 50 euro “fine” for misplacing your ticket even though you don’t need it to exit. This is a scam. They also tried to ask for ID but don’t fall for it bc that’s not legal as they are not police and they won’t let you have it back unless you pay money. Whoever is employing these people need to make sure they are employing ethical workers who just seem to want to take advantage of foreigners trying to have a pleasant visit to Paris. So they check if you have a ticket when coming out of the station and then when you leave from the Louvre they try to check your ticket again after you just swiped into the station. Whoever is managing these folks needs to be reprimanded. You are taking advantage of tourists who are just trying to take the metro and these metro employees (and their less than user friendly metro ticketing system) are deplorable.,a year ago,2025-01-24 13:04:12.419310,1.0,So Maryn,192,https://www.google.com/maps/contrib/103672118145126000396/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNKeDVfbjh3RRAB,"Be aware, there are people at the metro station exit asking to check your metro ticket. They are asking for €50 fine for loosing or throwing away your tickets. I’m sure this is intentional and targets tourists that are on the way of visiting the Louver and have assigned hour for the visit. All the tourists want is to get to the Louver and are willing to pay the fine and not miss their entrance time. Also they are trying to get your passport and threatening to call the police and saying it would cost you €180. It is all intended to intimidate you to pay the fine. I’m not sure what authority they are from, but its completely intended to fine tourists.",a year ago,2025-01-24 13:04:12.420309,1.0,Gleday Nadaleche,6,https://www.google.com/maps/contrib/118086805078971445074/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUR1dTdqRm5nRRAB,"Visited the museum with my wheelchair. It was really hard to move around with all the elevators (some of them was very scary and some of them was blocked with ropes at some levels/floors). Te map was really hard to read... To find the way out from the place with wheelchair was almost impossible, almost no signs of where to find the way out by wheelchair.... After all, the place was accessible and it was very nice and fashinating to see all the paintings. But they need to improve the map, the information and elevators.",2 years ago,2025-01-24 13:04:12.421311,3.0,Nora Eklöv,86,https://www.google.com/maps/contrib/105448106424007545821/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNPaHN5b2V3EAE,"As others have mentioned there is security waiting at the exit to trap tourists and make them pay fines. God forbid you have an issue with your ticket or you will just need to do a charge back, since the attendants are no help.",2 years ago,2025-01-24 13:04:12.422312,1.0,invention64,104,https://www.google.com/maps/contrib/101410013373359205453/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUQydW92dDdRRRAB,Watch out for the station ticket staff who will pretend to help you by allowing you through the gate without having to validate your ticket and then las you over to police who will fine you for not validating your ticket. Sad behaviour for an area so dense with tourists,2 years ago,2025-01-24 13:04:12.422312,1.0,Adam Vine-Hall,22,https://www.google.com/maps/contrib/109606526411226210387/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNZcjkzZElREAE,"What can be said differently than what so many other reviews have already stated. This is the home of art and artefacts, it will genuinely blow your mind and spending one entire day here may not be enough to fully appreciate everything on show and the stories each piece will tell you.  Arrive early and where comfy shoes, take rest breaks and look around you while your rest your feet. Bring water with you to stay hydrated. Be patient with the busy people around you because they will also be as blown away as you and wanting to see all they can before you go for a nice dinner someone nearby. I could come here many times and still see different pieces each time. Highly recommended... but you knew that already. Have an amazing day here, you won't be disappointed.",5 years ago,2025-01-24 13:04:12.423311,5.0,Adrian Epstein,222,https://www.google.com/maps/contrib/100188826899326623859/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNPcWJqUmt3RRAB,A greatly placed metro station that drops you straight near the Louvre with plenty of entrance and exits. It is typically not as busy as you might expect despite it being very close to the exit to the underground Louvre system.,2 years ago,2025-01-24 13:04:12.424310,5.0,Sam Neil Paul,909,https://www.google.com/maps/contrib/110045324591504952897/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURvNTR6OXN3RRAB,"I visited Le Louvre in 1991,, long time ago. Wonder still it is the same. I was pressed by time so I run in the hall. Monalisa was too far to see because of the crowd. Hope to visit again.",5 years ago,2025-01-24 13:04:12.424310,4.0,김영봉,0,https://www.google.com/maps/contrib/114923374570298318007/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNRdTh6UHdnRRAB,One of the most ornamental entrances of all the Metro stations and the artwork is known as “Kiosk of the night owls”. The metro station is located between the Louvre and the lovely Palais Royal gardens.,7 years ago,2025-01-24 13:04:12.425310,4.0,Rubaiyat - E - Sania,329,https://www.google.com/maps/contrib/111497338127075617994/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNBcHRQNHlRRRAB,"Wonderful experience.  We had a private guide, Yaelle, which we hired through Localers and was recommended to us by Paris Perfect.  Excellent experience for our family.",6 years ago,2025-01-24 13:04:12.426310,5.0,KGB Madden,0,https://www.google.com/maps/contrib/111371894850046116877/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNJdTY2S29RRRAB,Great place to visit especially for someone who has a lot of time. People congregate in front of a couple famous pieces. Be prepared. Super crowded all the time.,6 years ago,2025-01-24 13:04:16.551044,5.0,Zhou YU,872,https://www.google.com/maps/contrib/103655459909617370802/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNBbXBMT1JBEAE,Visit the quiet courtyard with gardens and fountains right in the heart of Paris,8 years ago,2025-01-24 13:04:16.552046,5.0,nomad dimitri,244,https://www.google.com/maps/contrib/113953592758896789108/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURLeDdUOGZ3EAE,World's most Amazing  musée Paris has it all believe it by a walk in said here with love .,a year ago,2025-01-24 13:04:16.553045,5.0,Tusiime Steven,43,https://www.google.com/maps/contrib/100240849279698711375/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURDcEttajVnRRAB,It's a historical place and a world famous picture are take place in this museum. It's architecture is too beautiful.,4 years ago,2025-01-24 13:04:16.553045,5.0,dip shikha,68,https://www.google.com/maps/contrib/115132218760400283046/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNlbWVIcnZ3RRAB,Visited here in 1998,2 years ago,2025-01-24 13:04:16.554046,5.0,Nobuaki Horie,7,https://www.google.com/maps/contrib/117963675866395314594/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNHMkpMdWlBRRAB,"One of the best metro stations in Paris, entrance/exit 4 for a nice walkway",3 years ago,2025-01-24 13:04:16.554046,5.0,Alexander Tucker,21,https://www.google.com/maps/contrib/111945461192877911782/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNRak5LVlFBEAE,The most historical place in France.,6 years ago,2025-01-24 13:04:16.555046,4.0,B YD,204,https://www.google.com/maps/contrib/116283236226304301678/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNjM1pXNWx3RRAB,Beautiful metro and location with square in front of the amazing Louvre Museum ❤️👍🇨🇵 …,4 years ago,2025-01-24 13:04:16.555046,5.0,Davide Danti,"1,094",https://www.google.com/maps/contrib/107422949794614056159/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNndmN2T1ZBEAE,Very beautiful metro station,7 years ago,2025-01-24 13:04:16.556046,5.0,Frederik,159,https://www.google.com/maps/contrib/102420200574346571614/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNMN3JuVy1BRRAB,It's awesome 👍😇 …,7 months ago,2025-01-24 13:04:16.556046,4.0,Yu MARTIN (Emily 在歐洲生活 & 旅遊分享),43,https://www.google.com/maps/contrib/118272691015541419921/reviews?hl=en
