id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChdDSUhNMG9nS0VJQ0FnSUN0MHBiY3h3RRAB,Shame for all Kurdish brothers we should take he’s grave back to our land,10 months ago,2024-12-27 19:57:00.168799,5.0,Teno_ Cutz,0,https://www.google.com/maps/contrib/103894107041979546110/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSURucG9ySkFnEAE,It would be impossible not to visit brother Ahmet while coming to Paris 🙏 …,2 months ago,2024-12-27 19:57:00.172800,5.0,Serdar Maral,66,https://www.google.com/maps/contrib/108694607274295073585/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNwbTluZmJ3EAE,"You were valuable when you were alive, you are still valuable after you die. You will never, ever be forgotten.",a year ago,2024-12-27 19:57:00.172800,5.0,Galip GÜLER,16,https://www.google.com/maps/contrib/110621321573181413506/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUR2eXRhQjd3RRAB,"If I ever go to France, I will visit you one day :(",a week ago,2024-12-27 19:57:00.172800,5.0,Barış Gülez,83,https://www.google.com/maps/contrib/117215825420619827595/reviews?hl=en
ChRDSUhNMG9nS0VJQ0FnSUQyX3RWYhAB,"Whatever mentality it is to destroy the grave of a dead person, no matter who he is. I feel sad and feel sorry for such people.",2 years ago,2024-12-27 19:57:00.173801,5.0,DeepWillage,306,https://www.google.com/maps/contrib/106646900110446269682/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURybC1DaE5nEAE,"Today, Ahmet Kaya's grave was attacked by fascists. HUMANITY WILL DEFEAT FASCISM.™️✌🏼 …",5 months ago,2024-12-27 19:57:00.173801,5.0,İbrahim Üzen,6,https://www.google.com/maps/contrib/113625591949571142156/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURCcXNEM0xBEAE,"I really wanted to go, but it was closed because it was windy and I was very sad about this. I think it's such a nonsense that it closes, it doesn't do any harm to us, whether it's windy or not.",a year ago,2024-12-27 19:57:00.173801,5.0,izel 24,18,https://www.google.com/maps/contrib/111841539882145437103/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURlM29HTXlBRRAB,May he rest in peace. Transportation is very easy. You can reach it by metro number 2 or 3 or by bus number 69.,2 years ago,2024-12-27 19:57:00.174801,5.0,Ahmet Çolakoglu,49,https://www.google.com/maps/contrib/103621499043671990916/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNqdE9fTFZBEAE,"The cemetery, which is in an area that can be easily reached from every part of Paris, fascinates you as soon as you enter. There is a distance of 150m between the graves of Ahmet Kaya and Yılmaz Güney",8 months ago,2024-12-27 19:57:04.301801,5.0,mahmut odacı,95,https://www.google.com/maps/contrib/101013555734026416978/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUQzaHVlV1F3EAE,May God have mercy on him. May he rest in peace.,a month ago,2024-12-27 19:57:04.302801,5.0,Iosef Aziz,0,https://www.google.com/maps/contrib/104666312937846973048/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNsZzhDbXNBRRAB,Thank you very much for visiting Ahmet Kayani's grave. May God have mercy on you.,a year ago,2024-12-27 19:57:04.302801,5.0,alik aliev,6,https://www.google.com/maps/contrib/102948041272819123754/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNqOU9feG9nRRAB,"A must see when you're here. Unfortunately, the grave was badly damaged by disrespectful people. I don't understand what you're thinking when you carve your name into a gravestone. Just sad and disrespectful.",8 months ago,2024-12-27 19:57:04.302801,5.0,Di,48,https://www.google.com/maps/contrib/114654454573633152084/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURPN0xEeVFnEAE,They damaged the grave and wrote or It's really a shame to draw signs on the grave great disrespect,2 years ago,2024-12-27 19:57:04.302801,5.0,nf nf,29,https://www.google.com/maps/contrib/101341450925718974422/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNsNFBmdTVnRRAB,"Not visiting you while we were in Paris would be a big shame in our past. It was a rainy day, so it was not obvious that anyone was crying.",a year ago,2024-12-27 19:57:04.303801,5.0,ilker yesilbağ,221,https://www.google.com/maps/contrib/115012403351288549801/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUR1dEl6b3hnRRAB,"Friends, please do not damage the gravestone and do not write anything on it. Please be respectful, say your prayers, take a picture and go. Don't leave anything behind. That friend who engraved the name Elvan, you went to Ahmet Kaya's tomb just to show off, you cannot be a fan of Ahmet Kaya, what a pity for you.",2 years ago,2024-12-27 19:57:04.303801,5.0,murat aluçlu,2,https://www.google.com/maps/contrib/109627026526612803343/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNCOXV2UWl3RRAB,There will never be such a person in the world again...,2 years ago,2024-12-27 19:57:04.303801,5.0,Emre Çetiner,147,https://www.google.com/maps/contrib/107719656976702001932/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNoaFlpSWhBRRAB,"I brought you a souvenir from your hometown, Malatya. The next day, Malatya was destroyed:(it's hard to decide whether we live or die.",a year ago,2024-12-27 19:57:04.304802,5.0,Seda Azaklı,52,https://www.google.com/maps/contrib/104771997848818796771/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUQ3N3JPeFZREAE,May God have mercy on him and make his abode in Paradise,4 months ago,2024-12-27 19:57:04.304802,5.0,Bavê Nazmi 55,58,https://www.google.com/maps/contrib/104994393278490581849/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUMtejZEV2VnEAE,Now I judge all my good intentions one by one and exceed them.,2 years ago,2024-12-27 19:57:08.467933,5.0,Volkan Yılmaz,174,https://www.google.com/maps/contrib/114732102411574165245/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNDMU9DOXZRRRAB,"It was very difficult to find Ahmet Kaya's grave, the inscriptions engraved and written on his gravestone by my fans are a great shame and disrespect. Sleep in peace",2 years ago,2024-12-27 19:57:08.467933,5.0,Erdinc Kanal,243,https://www.google.com/maps/contrib/111115863714924225798/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNzclBiQk5BEAE,"When you arrive by metro, get off at GAMBETTA Stop, so you can enter from the top of the cemetery and go downhill, visiting Ahmet Kaya's grave (72 Division-Region) and then Yılmaz Güney's grave (62 Division-Region), and you can go wherever you want from PERE LACHAİSE metro stop. Note: If you get off at the PERE LACHAİSE stop, you will have to go uphill and it will be tiring. Note: When you get off from Gambetta stop, you will be at the Cemetery gate after approximately 100 meters. As soon as you enter, walk down the first path on the right, along the wall. First visit Ahmet Kaya's tomb and then Yılmaz Güney's tomb. The attached image is the location of the pinpoint graves.",4 years ago,2024-12-27 19:57:08.467933,5.0,Reyhan Ergül,0,https://www.google.com/maps/contrib/102124876474386623172/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNzLU5YSG9RRRAB,You knew I was unemployed I was helpless you knew You still loved me so much...,4 years ago,2024-12-27 19:57:08.467933,5.0,Mehmet ÇETİNKAYA,558,https://www.google.com/maps/contrib/110174797134500080884/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURhd3JhZ19BRRAB,Beautiful grave for this illustrious Turkish artist,3 years ago,2024-12-27 19:57:08.468934,5.0,Julien Pauly,70,https://www.google.com/maps/contrib/112304769263524249095/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUM1MUtUYlZBEAE,"The greatest Kurdish artist and singer, who sacrificed his whole life for peace.",a year ago,2024-12-27 19:57:08.468934,5.0,Shvan Sn,7,https://www.google.com/maps/contrib/109529825721651260964/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURlNTlLcUpBEAE,"A nation should not value its own nation, I am in indescribable pain abroad. It's evening again, I'm chasing the wind... May your soul be blessed beautiful person...",2 years ago,2024-12-27 19:57:08.468934,5.0,Metehan Arac,32,https://www.google.com/maps/contrib/111373887469760285018/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURONy1xOExnEAE,"May God have mercy on him, brother Ahmet, may he rest in peace",11 months ago,2024-12-27 19:57:08.468934,5.0,Emre Akkulah,39,https://www.google.com/maps/contrib/106167153194162057003/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNwbkwtQUJ3EAE,A very emotional place for every visitor - it reflects the fate of the Kurdish people.,a year ago,2024-12-27 19:57:08.469934,5.0,Zerya On,5,https://www.google.com/maps/contrib/116712262060104723470/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNlek9HLVl3EAE,I will come to visit you again. I miss his dignified and dignified stance. Long live honorable human being,2 years ago,2024-12-27 19:57:08.469934,5.0,Günesli Hava,14,https://www.google.com/maps/contrib/101141943902751605145/reviews?hl=en
