id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChZDSUhNMG9nS0VJQ0FnSUNOM3JiemNBEAE,"Regularly offers temporary exhibitions (free), for dates find out on their site.",a month ago,2025-03-15 22:05:36.996308,4.0,Thierry Girard,989,https://www.google.com/maps/contrib/100981567033985110977/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURBOU51NUV3EAE,Very warm welcome. Total availability of competent and smiling staff (for a Saturday morning ;)). And an impeccable reading room for research work.,7 years ago,2025-03-15 22:05:37.003426,4.0,hasni jeridi,16,https://www.google.com/maps/contrib/113767480906257504846/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNJOWYyLWNnEAE,"Faced with recurring problems concerning access to documents, the following steps should be taken: Referral to the Commission for Access to Administrative Documents for requests for access to public documents (theoretically freely communicable)... Then, despite the positive opinion of the Commission for Access to Administrative Documents, a new refusal leading to a contentious appeal to the Paris Administrative Court. The established procedure is simple: Request - Refusal = Cada followed by an Opinion (if favorable) new request - Refusal = Administrative Tribunal as part of a procedure in excess of power. Furthermore, for current malfunctions, a report to the Inspector General of the Armed Forces and the Controller General of the Armed Forces must be made. Elsewhere, an alert via the reporting platform of the Court of Auditors",2 years ago,2025-03-15 22:05:37.004426,1.0,Gael gael35,0,https://www.google.com/maps/contrib/115176599362970289963/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNvM3VfREN3EAE,"Place steeped in history, interesting for carrying out research. A little lost at first, especially on how to consult the boxes.",6 years ago,2025-03-15 22:05:37.004426,4.0,Théophile Lephay,46,https://www.google.com/maps/contrib/106734679980934123893/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUQ2azRhYWRREAE,Exhibition on 100 years of the Mobile Gendarmerie which closes on a Saturday afternoon at 3 p.m.!!! The SHD always equal to itself!!!,3 years ago,2025-03-15 22:05:37.005426,1.0,Gérard Manvussa,0,https://www.google.com/maps/contrib/116267495317176641516/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUMxbElUaGVREAE,Always a pleasure to meet the team again. Thank you!,a year ago,2025-03-15 22:05:37.005426,5.0,Class Fab,10,https://www.google.com/maps/contrib/102512666887995243103/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNSLThqVVZBEAE,Unable to connect to the site to reserve the documents!!!!!,a year ago,2025-03-15 22:05:37.006427,2.0,Anne Mariotti,0,https://www.google.com/maps/contrib/113653669832854760566/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURRM2IzX2tnRRAB,Efficient service; you just need to follow the -very clear- procedures indicated on the SHD website,7 years ago,2025-03-15 22:05:37.006427,5.0,Bernard ZELLER,0,https://www.google.com/maps/contrib/108927872774301068420/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNCNXJXdnF3RRAB,Very competent team at the service of the public. Magnificent buildings!,2 years ago,2025-03-15 22:05:41.155479,5.0,Jessica Mallard,0,https://www.google.com/maps/contrib/111525327788306492187/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUQtdjlLU2xRRRAB,"Top, superb places between the 17th century pavilions and the Middle Ages dungeon.",2 years ago,2025-03-15 22:05:41.155838,4.0,Sylvain Gaïo,524,https://www.google.com/maps/contrib/116022990781692601028/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUN4dzkzTkJBEAE,A wealth of information for history and genealogy enthusiasts and professionals,a year ago,2025-03-15 22:05:41.156852,5.0,"Pascal LIEGEOIS (Chok, Calum, Chok66)",48,https://www.google.com/maps/contrib/102325034777630341783/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURVeTVIaFFnEAE,Exhibition of the day,5 years ago,2025-03-15 22:05:41.156852,3.0,jc jc,377,https://www.google.com/maps/contrib/105243499832744772118/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURTa3RlckhBEAE,File well received and well loaded. Thank you very much,4 years ago,2025-03-15 22:05:41.157850,5.0,Master Chief,0,https://www.google.com/maps/contrib/117090198571223862511/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUQ4OWE3LUFREAE,Impressive and full of history(s),4 years ago,2025-03-15 22:05:41.157850,4.0,Jean-Charles Fischer,113,https://www.google.com/maps/contrib/112492071691271225075/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNvcFpuekNREAE,Perfectly correct and efficient welcome,6 years ago,2025-03-15 22:05:41.158850,5.0,Gilles ARNAL,0,https://www.google.com/maps/contrib/109657522851932251888/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURldl9hN0JBEAE,beautiful place,2 years ago,2025-03-15 22:05:41.158850,5.0,Mohamed Faisal Mukhtar,94,https://www.google.com/maps/contrib/113507548680065301313/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURNeXJxQURREAE,The reception and accessibility of sources.,5 years ago,2025-03-15 22:05:41.159850,5.0,Naïm Halidi,1,https://www.google.com/maps/contrib/109795117389318468108/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNzOXJ2NENBEAE,This is my workplace,5 years ago,2025-03-15 22:05:41.159850,4.0,keumar Mouty,15,https://www.google.com/maps/contrib/108235595521203415986/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNDbDdpeEN3EAE,A place full of history,4 years ago,2025-03-15 22:05:45.303880,5.0,Thomas Gabin,27,https://www.google.com/maps/contrib/107721405508636414847/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNnaHFDZW5nRRAB,staff at the top.,6 years ago,2025-03-15 22:05:45.303880,5.0,bruno perrot,1,https://www.google.com/maps/contrib/109786829760171786714/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURENXN6bkh3EAE,,11 months ago,2025-03-15 22:05:45.304881,5.0,Va voir ailleurs Si j'y suis,161,https://www.google.com/maps/contrib/100985489480605033653/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUMxLWNhREN3EAE,,a year ago,2025-03-15 22:05:45.305879,5.0,Matthieu Scheidbach,68,https://www.google.com/maps/contrib/112893135055672343360/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURKMWJPZEhnEAE,,a year ago,2025-03-15 22:05:45.305879,5.0,Francisco Sócrates Quintanar García,46,https://www.google.com/maps/contrib/100678311855878918039/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUQtdmE2MVdnEAE,,2 years ago,2025-03-15 22:05:45.306880,2.0,Killer Soft,2,https://www.google.com/maps/contrib/118216816625205685499/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUMtelA3bFJREAE,,2 years ago,2025-03-15 22:05:45.306880,5.0,Myriam M,2,https://www.google.com/maps/contrib/112770119297861853249/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUR1bnJMQk53EAE,,2 years ago,2025-03-15 22:05:45.307880,5.0,thelordash11,52,https://www.google.com/maps/contrib/115195592697620773839/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNPNG9MbGNBEAE,,2 years ago,2025-03-15 22:05:45.307880,5.0,Antoine Egret,47,https://www.google.com/maps/contrib/106975402338541506800/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURHLU12SzZRRRAB,,3 years ago,2025-03-15 22:05:45.308967,5.0,Irene Maria Szarf,4,https://www.google.com/maps/contrib/113217895336505905876/reviews?hl=en
