id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChdDSUhNMG9nS0VJQ0FnSUQ3MV9yVXlBRRAB,Interesting art pieces! Worth visiting,3 months ago,2024-12-28 16:21:05.157797,5.0,Kiki,0,https://www.google.com/maps/contrib/105999522952641603729/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSUNRNEt5TThBRRAB,"Located on the famous Place des Vosges, with an eclectic selection of artists from all walks of life, it's an unmissable place if you like contemporary art!",7 years ago,2024-12-28 16:21:09.291414,5.0,Julie Dornoy,0,https://www.google.com/maps/contrib/102530202712189881121/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUQybFliY0xREAE,"Superb gallery, very well located! Very well received during my visit. I will come back!",2 years ago,2024-12-28 16:21:09.291414,5.0,J EL,3,https://www.google.com/maps/contrib/108997359963839855850/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUMtN1pLU0ZnEAE,Very well located gallery with remarkable exhibitions and the welcome is exceptional.,2 years ago,2024-12-28 16:21:09.292414,5.0,Safia Gd,6,https://www.google.com/maps/contrib/110586990727307574028/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURRcGN6ZFBnEAE,Magnificent gallery located at Place des Vosges! The artists defended by the gallery are worth the detour. The managers are attentive and welcoming!,7 years ago,2024-12-28 16:21:09.292414,5.0,Emilie Benard,0,https://www.google.com/maps/contrib/107066342848575054906/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUN3MjZtVVNBEAE,"The best Street Art gallery in Paris, the people who work there are top notch, the choice of artists is excellent (Banksy, Pimax, Martin Whatson, Prefab77...) I recommend coming and visiting the entire Portuguese and Brazilian community",7 years ago,2024-12-28 16:21:09.292414,5.0,MC DY,0,https://www.google.com/maps/contrib/114198966242750298308/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURhNHI3NFZnEAE,Beautiful gallery and warm welcome with selection of Street Art/ Contemporary Art! Open now! THANKS! 🙏 😊 …,3 years ago,2024-12-28 16:21:09.292414,5.0,Pine Apple,1,https://www.google.com/maps/contrib/102721664540419795515/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNacUtTcjVBRRAB,The caretaker is very friendly and does not hesitate to provide you with information.,a year ago,2024-12-28 16:21:09.293415,4.0,claude salomon,35,https://www.google.com/maps/contrib/101750441817067811086/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNNLVlDWjNnRRAB,"an art gallery worthy of the name which is well worth the detour, I really liked it so I recommend it.",5 years ago,2024-12-28 16:21:09.293415,5.0,ernest cor-de-buy,"1,966",https://www.google.com/maps/contrib/117614306793259566290/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUN3M09tNDV3RRAB,"Super art gallery with very good exhibitions, including the fabulous Noty Aroz exhibition.",7 years ago,2024-12-28 16:21:09.293415,5.0,alain delecroix,114,https://www.google.com/maps/contrib/117469578044370656957/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNnaXF2UVl3EAE,"A beautiful gallery with quality contemporary artists,  Great gallery with notorious contemporary artists",7 years ago,2024-12-28 16:21:09.293415,5.0,Valentin Villeneuve,0,https://www.google.com/maps/contrib/100353138331336163737/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUN3NGZ6ZFpnEAE,"Prefab77, My dog ​​sighs, Snik, Martin Whatson, Millo, Alex Senna...Incredible and unmissable selection.An institution.",7 years ago,2024-12-28 16:21:13.509166,5.0,Olivier Pytel,0,https://www.google.com/maps/contrib/117206563616791366500/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNPeUlPODZnRRAB,The Place des Vosges with its park to rest on a bench.,2 years ago,2024-12-28 16:21:13.509166,5.0,Agnes Perruchot,53,https://www.google.com/maps/contrib/109409162681778106831/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURrM2FxUUJBEAE,I hope to visit this gallery in Paris on my next trip,5 years ago,2024-12-28 16:21:13.509166,3.0,Mohamad Reza Shahpasand,471,https://www.google.com/maps/contrib/105520527805464786046/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURJNF9mdEdnEAE,one day I will go see the creator of my favorite series called leidibob miraculous,5 years ago,2024-12-28 16:21:13.510166,5.0,ALCIDES JOSÉ RODRIGUEZ,0,https://www.google.com/maps/contrib/107611763398754407378/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURRNHFQMG5nRRAB,A sharp artistic line and one of the most beautiful selections on the Place des Vosges,6 years ago,2024-12-28 16:21:13.510166,5.0,Sandrine Fblc,0,https://www.google.com/maps/contrib/101156521226977827593/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURveVB5YWhnRRAB,Beautiful place to discover for lovers of urban art.,5 years ago,2024-12-28 16:21:13.510166,4.0,Marine ROUSSEL,42,https://www.google.com/maps/contrib/117977632928094982015/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUMwdHMzTEVREAE,"Great place for art lovers, I can only agree.",5 years ago,2024-12-28 16:21:13.511166,5.0,Tarek Ay,547,https://www.google.com/maps/contrib/108805912287877763794/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNsMU9YQmVBEAE,Reception non-existent.,a year ago,2024-12-28 16:21:13.511166,1.0,Amar Dalil,0,https://www.google.com/maps/contrib/101398653601923390908/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNvdVlxX0xREAE,ONE OF THE MOST BEAUTIFUL GALLERIES IN PARIS,6 years ago,2024-12-28 16:21:13.511166,5.0,Marc MNEIMNE,3,https://www.google.com/maps/contrib/109595470533834510551/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNLaTZUY0dREAE,I loved,3 years ago,2024-12-28 16:21:13.512167,5.0,Martin,82,https://www.google.com/maps/contrib/112034109812773574897/reviews?hl=en
