id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChdDSUhNMG9nS0VJQ0FnSUMzN01hdjhRRRAB,It's a very good memorial. A bit heart wrenching to study about the details of the Holocaust.,a month ago,2024-12-27 21:27:34.632907,5.0,Rahul Agarwal,230,https://www.google.com/maps/contrib/118183620553811056026/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUNnM3NYRGNREAE,"Meticulously archived documents and images that are immersive and insightful. A beautiful and touching museum, not to be missed.",7 years ago,2024-12-27 21:27:34.635907,5.0,Arjun Chandran,9,https://www.google.com/maps/contrib/110266312237962350800/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURBeE4ySjhRRRAB,"It's a shocking place where you can learn a lot about the Jews deportation in France during the WWII. It's free and you can rent an audioguide, but it's not necessary",6 years ago,2024-12-27 21:27:34.635907,4.0,Leonardo Ferigutti,109,https://www.google.com/maps/contrib/115749910264790893922/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNSdS1uaE53EAE,"A beautiful museum, commemorating those who died during WWII.",a year ago,2024-12-27 21:27:34.635907,5.0,Manuel Genova,68,https://www.google.com/maps/contrib/109889426732271623872/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUMxM3RyV1BnEAE,A beautifully presented memorial in the heart of Paris.,11 months ago,2024-12-27 21:27:34.635907,5.0,Bill Borbely,273,https://www.google.com/maps/contrib/104055056757117586996/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNnNFlyYi1RRRAB,"Touching Experience: ""Shoah"" is Hebrew term for ""destruction"", and this museum is dedicated to the victims of such catastrophe.  I had been to the entrance of the museum 3 times and every time, I just could not make myself go inside it. I spent almost 3 hours inside the museum and afterwards I was drained emotionally, the whole place leaves you exhausted and the people who went through this, my heart went out to them.  Oh man, why you do this to your fellow beings! Take time to go through it, some of the videos are so moving, it is difficult to even see the entire piece. And then there is hope at the end of it all, hopeful recollection from the survivors, from the people who helped them. To go through this kind of experience and not have even an iota of bitterness towards others, only a GREAT human being can achieve this. Respect, I salute to the resilient human spirit. And do not miss ""The Wall of the Righteous"" outside the museum dedicated to the people who helped while risking their own lives. Great human spirit...",6 years ago,2024-12-27 21:27:34.636907,5.0,Simran Bhullar,85,https://www.google.com/maps/contrib/108703867641683791316/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURJcDd6VVhnEAE,Incredibly moving monument to the righteous men and women who helped almost 2/3rd of Parisian Jewish families escape the worst of the Holocaust. Exceptional tour with Emmanuel on Jewish quarter.,5 years ago,2024-12-27 21:27:34.636907,5.0,Mary McPartland,350,https://www.google.com/maps/contrib/112252866711607189245/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUR3OHBhQ1BBEAE,"Haunting, sad and very informative. The temporary exhibits were interesting, though all in French. The permanent exhibit had lots of English translations, though not for the video.",6 years ago,2024-12-27 21:27:34.636907,5.0,Janet Hasson,68,https://www.google.com/maps/contrib/101851260634343226724/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURnNHJTOFFBEAE,Outstanding Jewish memorial and museum. No cost for this museum and they also offer free translation earpiece if you want. I loved every inch of this museum.,6 years ago,2024-12-27 21:27:38.864941,5.0,Ed Reggi,"1,189",https://www.google.com/maps/contrib/111706534771982310042/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURVeEpiaDlRRRAB,Very informative in English and French although videos are only in French. Very emotional would recommend,5 years ago,2024-12-27 21:27:38.864941,5.0,Junior Moore,116,https://www.google.com/maps/contrib/107137853292762171101/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURvMDRUMFdnEAE,"Even if the Shoah is not a part of our history that is dear to you, I would still recommend you sit down for a while in the small park closing the island - it is a surprisingly silent, mesmerisingly hidden haven where you can rest and reset your battery whilst in the very core of the city",5 years ago,2024-12-27 21:27:38.864941,5.0,Suzanne Pilch,51,https://www.google.com/maps/contrib/109783353480064407438/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNnbkliN3l3RRAB,The emotional impact is profound.  The multiple individual pictures made it a little overwhelming.  Great history about before and during the war and the role France as well as the Nazis played.,6 years ago,2024-12-27 21:27:38.865941,5.0,Terry Persson,191,https://www.google.com/maps/contrib/116314759164130704183/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURRZ2V2VG53RRAB,AMAZING museum dedicated to the memory of the victims of the Holocaust as told through the individual stories of the forced deportations of French Jews under the rule of the Vichy French and their German occupiers.,6 years ago,2024-12-27 21:27:38.865941,5.0,Sean Malis,61,https://www.google.com/maps/contrib/106726821971949677652/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUREaXBuM013EAE,"A place for reflection, with an excellent current exhibition about the Olympics that helps place sports and sports people in the complex history surrounding this event and their amazing personal journeys.",8 months ago,2024-12-27 21:27:38.865941,5.0,Ruth Silva,14,https://www.google.com/maps/contrib/115447583937743682989/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURnZzZIREt3EAE,"So much I didn't know about this, but so enlightening and overwhelming at the same time. This bit of history should be recommended for all.",6 years ago,2024-12-27 21:27:38.865941,5.0,Molly Calliste,121,https://www.google.com/maps/contrib/104972791364671771195/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNSaVpqOHZ3RRAB,Incredibly moving and well done memorial to the Holocaust. Would highly recommend.,a year ago,2024-12-27 21:27:38.866941,5.0,Paul Reed,141,https://www.google.com/maps/contrib/112040744182279131502/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUQ2aXR5QjVnRRAB,"Probably one of the more detailed Holocaust museums I have ever been too. Gave very descriptive information about French history but also entire Holocaust history, plus WWII and after. Ended up being there for a good chunk of time. Obviously tough experience but the museum is excellent and would highly recommend.",3 years ago,2024-12-27 21:27:38.866941,5.0,Dani Levin,247,https://www.google.com/maps/contrib/112211287874036344557/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNRNGNqNl9RRRAB,Careful historical preservation. Respect to memory.,7 years ago,2024-12-27 21:27:38.869942,5.0,Aline Aver Vanin,9,https://www.google.com/maps/contrib/104533804120949984277/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNYbHMyb2NBEAE,A very intense and somber experience.,2 months ago,2024-12-27 21:27:43.103624,5.0,Jeffrey Roskin,128,https://www.google.com/maps/contrib/107756075851334865931/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNPMm9Dcl9BRRAB,This museum is very entertaining. They have a lot of audio guides and films to get information and of course the exhibit itself is great. The place wasn't busy (Tuesday morning) and it is free.,2 years ago,2024-12-27 21:27:43.103624,5.0,Zsuzsanna Matika,115,https://www.google.com/maps/contrib/100159858161847873408/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUN4NXJEQ1RBEAE,"You don't leave the museum in the same state as you enter. The research done in order to create and complete this museum are enormous, the wall of names or the crypt, everything has an impact. Everyone should go there at least one time",a year ago,2024-12-27 21:27:43.103624,5.0,Maély,62,https://www.google.com/maps/contrib/111501765315615079945/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUREM05LNkJ3EAE,"Completely free, amazing organisation... astonishing! A must to see just like Louvre",8 months ago,2024-12-27 21:27:43.104624,4.0,dario scoccia,527,https://www.google.com/maps/contrib/114381170811337371400/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUR3MU12UmxRRRAB,"Free museum with incredible detail about Jewish life in France before and during the war, as well as the war experience. Extremely impressive exhibits. Budget at least a couple hours. There is tons of detail that is not to be missed. Most stuff is translated to English, audio guide is also available. Be aware you have to go through security to enter the museum.",6 years ago,2024-12-27 21:27:43.104624,5.0,Max Wenneker,746,https://www.google.com/maps/contrib/107859969998920389073/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUMwcFlxallnEAE,"Exceptionally well put together memorial and museum.  Lots of information, including letters and recorded interviews from first-hand accounts.  We spend a couple hours walking, reading, and listening.  Getting perspective from another country's point of view is always eye-opening, and this was no exception.",5 years ago,2024-12-27 21:27:43.104624,5.0,Tyler M,41,https://www.google.com/maps/contrib/102291204582679741726/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUR3dDdHOER3EAE,Excellent guided tour 3pm on Sundays. Be prepared for emotional moments especially in the children's photo display. Unimaginable what happened to all these people. We must never forget and this memorial fulfills its function perfectly.,6 years ago,2024-12-27 21:27:43.104624,5.0,Ian Ogden,0,https://www.google.com/maps/contrib/109037686858629875597/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNaenNTbUtnEAE,You can look up your family members who were murdered on the computers opposite the front desk.   The forth floor has an electronic record retrieval area where you can read the dossiers etc. it’s too bad they won’t email these to you.,a year ago,2024-12-27 21:27:43.105625,5.0,Laura Musikanski,710,https://www.google.com/maps/contrib/109378098181800622687/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURraC1mVjlRRRAB,"This was a very informative and somber place. It is very informative with the timeline of the rise of anti-semitism, and how it affected the whole of Europe. It goes into the French involvement a lot more, which was interesting. This memorial is much more informational, and not as ""raw"" like the one in Washington DC, but still very powerful. The wall of names and pictures will make a huge impact on you. Overall, I was very impressed, and would recommend it to everyone, you will learn something in this memorial.",5 years ago,2024-12-27 21:27:43.106625,5.0,Jim Fraze,108,https://www.google.com/maps/contrib/100906421610005160050/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUMtbGYzeUd3EAE,"Well done description of the Holocaust in Paris, taking responsibility for French crimes after many years of ""amnesia"". Not to assign blame, but to learn from the past to--hopefully--not make the same mistakes in the future",2 years ago,2024-12-27 21:27:43.106625,5.0,Robert Mikhli,62,https://www.google.com/maps/contrib/115736709688964585708/reviews?hl=en
