id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChZDSUhNMG9nS0VJQ0FnSUQzN1ppNERnEAE,"Founded in the early 1600s, architecture in the Baroque style.",a month ago,2024-12-27 20:28:28.769044,5.0,ERIC LEE,"1,388",https://www.google.com/maps/contrib/101918989856347363830/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSURvOEtLM2xBRRAB,"The Temple du Marais is a very beautiful Protestant Church, located close to Place de la Bastille. The decoration and architecture are impressively beautiful. It is open to the public on Sundays for worship. A great visiting option for tourists, Protestants or not.",5 years ago,2024-12-27 20:28:32.946011,5.0,Guilherme Mallon,499,https://www.google.com/maps/contrib/110187631132794753054/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUMtMnRxUzZBRRAB,"This beautiful building, both pompous and familiar, pleasantly punctuates the venerable rue Saint-Antoine. It is one of the few circular churches in Paris, including the Notre-Dame de l'Assomption church, rue Saint-Honoré and, of course, the former chapel of the Collège des Quatre-Nations founded Mazarin, now a ""dome "" of the French Academy.",2 years ago,2024-12-27 20:28:32.947011,5.0,Anaïs d'Auray (Adauray),262,https://www.google.com/maps/contrib/101966588016134726451/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNRdU9IT2NnEAE,"We came to this small church by chance because it is Protestant. Inside we were greeted warmly in French. We identified ourselves as tourists in English. An older lady asked us in English where we were from. ""From Germany."" ""Ah, Germans."" Afterwards we received a short lecture from her on church history in very good German. That surprised us very positively. Unfortunately we didn't have time to come to the service the next day, but we'll be happy to do so on our next visit. Thank you madame",7 years ago,2024-12-27 20:28:37.121417,5.0,D D,36,https://www.google.com/maps/contrib/110112282703728946689/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNzNE5lVE53EAE,"Magnificent place! For a visit, or for listening, or for spiritual renewal, or for a simple little break... Finally! For any occasion, there is always someone. And everyone is nice! It’s a change from everyday life, from this Paris where everyone is bitter!",4 years ago,2024-12-27 20:28:37.122411,5.0,Alice Ralambofetra,50,https://www.google.com/maps/contrib/104760474372102363977/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNVaTZxMmp3RRAB,"The building was a church from 1632 until the French Revolution of 1789. It is in Baroque style and was part of the Convent of the Visitation of Sainte-Marie. During the period of the revolution, it served as a book depository. By decree of the first consul Bonaparte on 03/12/1802, the church was assigned to Reformed worship and became a Protestant temple, bearing the name of Sainte-Marie temple.",5 years ago,2024-12-27 20:28:37.122411,5.0,L' HUNSRUCKER,448,https://www.google.com/maps/contrib/104883943109535087442/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUM0eEtQWk1REAE,Very beautiful building from 1638 made by students of Mansard. built on the occasion of the birth of the future dolphin Louis 14 . unfortunately under construction for a few months inside the stone blocks having detached from the dome without causing any injuries,5 years ago,2024-12-27 20:28:37.122411,4.0,Lardenoismichele Lardenoismichele,394,https://www.google.com/maps/contrib/110481839984872900701/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNLN19QWkJnEAE,I really like the quality of the sermons in this temple,3 years ago,2024-12-27 20:28:37.123411,5.0,Nathalie Dumetz,305,https://www.google.com/maps/contrib/108613634711869118349/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNReWFfcFl3EAE,"a charming pastor, very beautiful speeches on the acceptance of others, of oneself....and who does not want to bless homosexual couples, and then we will say that we are fighting against homophobia and discrimination, total disappointment!!",7 years ago,2024-12-27 20:28:37.123411,1.0,sensy 01,0,https://www.google.com/maps/contrib/107764625354878371836/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURtLTczLXp3RRAB,"A place full of history, of caring faithful with open hearts to listen to their neighbors, to share their Faith in Joy and Truth.",2 years ago,2024-12-27 20:28:37.123411,5.0,Fernandez Celine,42,https://www.google.com/maps/contrib/102029616025059797550/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNNM1liZmNBEAE,A good cult but it just lacks a little welcome for visitors.,5 years ago,2024-12-27 20:28:37.124411,4.0,Eva Lopes,0,https://www.google.com/maps/contrib/117352548750889130764/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNnaFBPcnZ3RRAB,Very beautiful building,6 years ago,2024-12-27 20:28:37.124411,5.0,Andrei Gorban,572,https://www.google.com/maps/contrib/113532599104271239806/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNvdXJYWU1nEAE,"Small Protestant church on rue St Antoine in Bastille, very, welcoming, beautiful, place for a spiritual break!",5 years ago,2024-12-27 20:28:37.125411,5.0,monic clavos,655,https://www.google.com/maps/contrib/113019934793455496264/reviews?hl=en
