id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChZDSUhNMG9nS0VJQ0FnSURyaFpfa1FREAE,Architecture masters piece,5 months ago,2024-12-27 20:21:00.182975,4.0,Hardi Taimur,625,https://www.google.com/maps/contrib/105556152089061545311/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUNMMV91Qk5nEAE,Very quiet to pray,6 months ago,2024-12-27 20:21:00.189976,5.0,Nerlin PANGIRAS,23,https://www.google.com/maps/contrib/110714649610005651581/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURCcmJpck9nEAE,Very beautiful place of PEACE OF SERENITY BRAVO FOR THE ART AND FLORAL DECO WELCOME. ....LITURGICAL PRAYER. ..HAVOR OF BLESSINGS. VIVIANE.R.,a year ago,2024-12-27 20:21:04.311402,4.0,Viviane. Raymond,20,https://www.google.com/maps/contrib/112021971654592884577/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURneHZLMHBnRRAB,I had seen this beautiful church from afar for a very long time... I fell in love.  I went there. .. And I am not disappointed. . Very beautiful stained glass windows.,6 years ago,2024-12-27 20:21:04.311402,4.0,Lila Guizonne,97,https://www.google.com/maps/contrib/106550840280620908834/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNJeXAzdGhBRRAB,Very beautiful church where one finds peace of soul.,a year ago,2024-12-27 20:21:04.312403,5.0,Marie-Lou Miclescou,198,https://www.google.com/maps/contrib/115279504007444691713/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUQwbFluLVl3EAE,Quiet and peaceful place to meet or pray. Beautiful church which has beautiful volumes and a sober but beautiful decoration.,5 years ago,2024-12-27 20:21:04.312403,5.0,Maxence,74,https://www.google.com/maps/contrib/108288146420189021019/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNNai1pb0JREAE,"This place of worship is magnificent. I went there for the feast of Saint Joseph, a very beautiful service was celebrated.",5 years ago,2024-12-27 20:21:04.312403,5.0,Emmanuel DEJEAN,6,https://www.google.com/maps/contrib/106308317392961311960/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNXbTgtYWFnEAE,"There are some very beautiful hymns in Portuguese, to the tune of the song: ""if to you Nicolas and Bart""....",2 years ago,2024-12-27 20:21:04.312403,5.0,Michelle Goibier,126,https://www.google.com/maps/contrib/104910311641288517259/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURLaW9ldnBRRRAB,Beautiful church and very nice activities. The music is very present and warm.,3 years ago,2024-12-27 20:21:04.313403,4.0,Véronique Bayard,0,https://www.google.com/maps/contrib/106309208491309353157/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNNOTQzTVhnEAE,"Very good place, I go to mass there almost every day.",5 years ago,2024-12-27 20:21:04.313403,5.0,Marie Michèle,21,https://www.google.com/maps/contrib/107157628555392030846/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNNajZLSGJnEAE,"Very beautiful church with serious, friendly priests, always with beautiful masses.",5 years ago,2024-12-27 20:21:04.313403,5.0,Michele Raiga,55,https://www.google.com/maps/contrib/113415613054986889885/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURjOUpDTm5nRRAB,"Very beautiful and sober church, with superb priests, helpful, daily events, citizen service, beautiful masses, atmosphere of peace and love",4 years ago,2024-12-27 20:21:04.313403,5.0,Rosario Fernandez,0,https://www.google.com/maps/contrib/110705615946213241334/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNoaU0zN1FnEAE,"Beautiful place, too bad I discovered it in a sad moment",a year ago,2024-12-27 20:21:08.456801,5.0,Tiphaine Le Boulanger,624,https://www.google.com/maps/contrib/105685811887417781986/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUQ2c3VXOFR3EAE,"Very beautiful church, renovated facade, magnificent",3 years ago,2024-12-27 20:21:08.457801,5.0,Meixedo (Moi),62,https://www.google.com/maps/contrib/104118682732599775456/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNZaXB6eWF3EAE,A place of prayer and contemplation under the gentle gaze of Jesus... Its roof is being restored...,5 years ago,2024-12-27 20:21:08.457801,5.0,Youcef Allioui,93,https://www.google.com/maps/contrib/108937033436248137058/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURDa1BqaWVREAE,It's nice this church enters this place and finds peace,4 years ago,2024-12-27 20:21:08.457801,5.0,Hafri Laetitia SAIDA,25,https://www.google.com/maps/contrib/111801413092924872928/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNNOS1XbVd3EAE,"A haven of peace, very beautiful, well-received church",5 years ago,2024-12-27 20:21:08.457801,5.0,Sidonie Garcia,118,https://www.google.com/maps/contrib/116475638801648269035/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURJeUpUYjBBRRAB,Tristounet neo-Roman style Needs a good interior restoration,6 years ago,2024-12-27 20:21:08.458802,3.0,MICHON MAURICE,349,https://www.google.com/maps/contrib/101020462586661920942/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURTMFkzeTdRRRAB,Very beautiful church and very warm welcome,3 years ago,2024-12-27 20:21:08.458802,5.0,Alicia Dallas,91,https://www.google.com/maps/contrib/113614907889934168359/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURxa01EU2JBEAE,I was baptized there in 1948...a commemorative plaque is needed.,3 years ago,2024-12-27 20:21:08.458802,5.0,gérard roos,1,https://www.google.com/maps/contrib/117970601034837827196/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUN1dk8tUHR3RRAB,I love this place of prayer and rest,2 years ago,2024-12-27 20:21:08.459802,5.0,francoise texidor,26,https://www.google.com/maps/contrib/103783473791314280285/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUR5ajZMR0VBEAE,"Beautiful church one can hide, calls for rest.",3 years ago,2024-12-27 20:21:08.459802,5.0,Pascal Chene,94,https://www.google.com/maps/contrib/115488303224542328033/reviews?hl=en
