id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChdDSUhNMG9nS0VJQ0FnSUNmN2RhMzNnRRAB,One of the memorable museums I have visited in my life,2 months ago,2025-03-15 22:58:53.716097,4.0,Joyal Stephan D'sa,133,https://www.google.com/maps/contrib/106275417340427794298/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURXNGFtRjlBRRAB,"Museum included in the establishment of Les Invalides (same entry ticket), which presents the actions of the resistance in France and in the colonies with the progressive liberation of the territories. Upstairs is presented the section devoted to deportations and executions in the death camps where many resistance fighters never returned.",8 months ago,2025-03-15 22:58:53.723655,5.0,Thierry Girard,989,https://www.google.com/maps/contrib/100981567033985110977/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNYbjZfMUNnEAE,"We took advantage of the theatrical visit to this museum, a very great experience! Thank you for this moment",4 months ago,2025-03-15 22:58:53.724653,5.0,coralie berche,453,https://www.google.com/maps/contrib/101836436967447524560/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURYdjg2MGtnRRAB,"Insanely good museum. Impressive exhibits, informative texts. Very depressing and touching.",4 months ago,2025-03-15 22:58:53.724653,5.0,J. A.,82,https://www.google.com/maps/contrib/102801439638808443113/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUNRMHMtcHRRRRAB,A very moving and enriching museum.,a week ago,2025-03-15 22:58:53.725652,5.0,guillaume cuisinier,19,https://www.google.com/maps/contrib/107023302465481539735/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURtekt1SzZnRRAB,"Another museum next to the Musée de l'Armée and the Invalides Museum, at the foot of the Invalides Esplanade. Great integration of emblematic buildings",3 years ago,2025-03-15 22:58:53.725652,4.0,Cacho Ascacio,316,https://www.google.com/maps/contrib/101620946989704635215/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURPLW92aS1BRRAB,"Very impressive, the history of Napoleon up close.",2 years ago,2025-03-15 22:58:53.726653,5.0,Markus Keil,98,https://www.google.com/maps/contrib/116840419198207305616/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURXeXNDY1dBEAE,Very interesting and beautiful installations.,2 years ago,2025-03-15 22:58:53.727666,5.0,Vere Juarez,60,https://www.google.com/maps/contrib/115239252617068769694/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNlczgtYmNBEAE,"A museum plunging us into the French resistance, it’s a success. There are a lot of objects, portraits of great resistance fighters with their period uniforms. Very colorful, it's very interesting. I recommend the exhibition on General de Gaulle’s spies 😀 …",2 years ago,2025-03-15 22:58:57.987656,5.0,Adrien Reithinger,177,https://www.google.com/maps/contrib/104398334003252898616/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNua1BfYzFRRRAB,Great museum with many historical pieces!,5 months ago,2025-03-15 22:58:57.988433,5.0,Axel BLAISE,53,https://www.google.com/maps/contrib/113051292224118312037/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNSNk83ZGNBEAE,Not easy to find in the corridors of the Invalides but the effort is worth it: magnificent journeys of Resistance fighters and Companions that we discover through superb objects in the windows. Special mention for the wall of decorations received by General de Gaulle!,a year ago,2025-03-15 22:58:57.988952,5.0,Cyrille Cda,72,https://www.google.com/maps/contrib/117004029638681850459/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURCOGZuUEVnEAE,"Very well done, absolutely a must see! On the other hand, I am surprised that the explanatory texts are not also in German. It will be useful and educational for the many Germans who visit the museum, as is done at Auschwitz.",2 years ago,2025-03-15 22:58:57.989474,4.0,Cyrille Pierre Baudrand,11,https://www.google.com/maps/contrib/115760719617440282019/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNad0x1RTBBRRAB,Very interesting.,a year ago,2025-03-15 22:58:57.989474,5.0,Guide,531,https://www.google.com/maps/contrib/107322845536417634270/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUR4NjQzajFBRRAB,"Prestigious place, nothing to complain about.  Everyone needs to be able to see it.  Excellent.     THANKS .",a year ago,2025-03-15 22:58:57.990553,5.0,Jacques Porchon,0,https://www.google.com/maps/contrib/104194637165128131434/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURGcmQ2cW1BRRAB,Very nice museum on the same level as the army museum,a year ago,2025-03-15 22:58:57.990553,5.0,Florent Damiens,39,https://www.google.com/maps/contrib/117571371763020535824/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUR1cHVPUUVBEAE,Beautiful presentation of resistant and fighting France during the Second World War.,2 years ago,2025-03-15 22:58:57.991466,5.0,Patrick Reydy,82,https://www.google.com/maps/contrib/101885220320899706073/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUR1bUpPT0FREAE,Exhibitions related to war . Well organized and displayed,2 years ago,2025-03-15 22:58:57.991466,4.0,Cho우공라이프,27,https://www.google.com/maps/contrib/105779562659034023792/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURaOFo2bVZBEAE,"Very beautiful, very enriching museum",a year ago,2025-03-15 22:58:57.992466,5.0,Oscar Machova,0,https://www.google.com/maps/contrib/107233079143405091212/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUMycVpTWXh3RRAB,To visit with friends or family whatever and very informative,2 years ago,2025-03-15 22:59:02.183986,4.0,sébastien nord,68,https://www.google.com/maps/contrib/114737825005655726717/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURHX3MyejZRRRAB,Always on top! To see and see again with family.,a year ago,2025-03-15 22:59:02.184988,5.0,Jean MICHEL-LÉVY,446,https://www.google.com/maps/contrib/114432125827081140676/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNHN2NTWG9nRRAB,I loved it,3 years ago,2025-03-15 22:59:02.186116,4.0,Cassidy,258,https://www.google.com/maps/contrib/113886727886133678483/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNXMW9TRzhBRRAB,Again,3 years ago,2025-03-15 22:59:02.186116,5.0,Geraldine Dumont,67,https://www.google.com/maps/contrib/111986349419640985318/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURHNWV6ellBEAE,Really Great,3 years ago,2025-03-15 22:59:02.187117,5.0,Andoni Crouspeyre,472,https://www.google.com/maps/contrib/110074903831157527060/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUNBa043d3RRRRAB,,a month ago,2025-03-15 22:59:02.187117,4.0,Rubén Méndez,0,https://www.google.com/maps/contrib/112181760389940438967/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURIXzVPenV3RRAB,,5 months ago,2025-03-15 22:59:02.188117,4.0,Helena A,168,https://www.google.com/maps/contrib/105042554255000629170/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURIa1BTeEdnEAE,,6 months ago,2025-03-15 22:59:02.188117,5.0,Christelle Bontron,0,https://www.google.com/maps/contrib/118212222785744275724/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNMbV9ueWNBEAE,,8 months ago,2025-03-15 22:59:02.189117,5.0,Etienne Blanc-Coquand,154,https://www.google.com/maps/contrib/109480715325135235162/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNMa1pXa0dREAE,,8 months ago,2025-03-15 22:59:02.189117,5.0,Mario Rodriguez,37,https://www.google.com/maps/contrib/106438652687514974439/reviews?hl=en
