id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChZDSUhNMG9nS0VJQ0FnSUNIX3NPVU1nEAE,"Nice place for Silhouette festival, movie and music, good view for sunset",4 months ago,2025-01-24 13:54:58.476303,5.0,Katia Passarini,228,https://www.google.com/maps/contrib/111704338973055526192/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSUNwbEx5VzNnRRAB,"The park Parc de la Butte-du-Chapeau-Rouge is a good place to run, walk and hike '  Our team SuperProfesseur, Ronning Against Cancer and The Adventures of Ronald Tintin recommend it.",7 months ago,2025-01-24 13:54:58.483305,4.0,Ronald Tintin,87,https://www.google.com/maps/contrib/116991380728906096815/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNaMHZTaUpnEAE,"Such a calm and peaceful place, with a very very nice view. Feels safe. Easily accessible via public transport.",a year ago,2025-01-24 13:54:58.483305,5.0,Abi Moghani,91,https://www.google.com/maps/contrib/117478827828576060964/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNBNTZ2bTlnRRAB,Very cool little park a bit hidden from plain sight even though you see it from the tram. Every year it hosts the Silhouette festival which is a short film festival with great programmation.,6 years ago,2025-01-24 13:54:58.484306,5.0,Quentin Isackson,86,https://www.google.com/maps/contrib/103793584490157285931/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNBdHBPVlBnEAE,"One of Paris' hidden gems that not so many know. This park hosts the Silhouette short-film festival at the end of the summer and you can spend lovely evenings on the grass, watching films and listening to music while having a picnic with friends",8 years ago,2025-01-24 13:54:58.485304,5.0,Alexandra Radulescu,62,https://www.google.com/maps/contrib/106636790270383753177/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNLMTVMZ1BBEAE,Not too far from the very busy buttes chaumont - the parc de la Butte du Chapeau rouge has not only a very cool name (coming from an old guingette) but offers a calm family atmosphere and interesting views on the East suburb of Paris.,3 years ago,2025-01-24 13:54:58.485304,4.0,Amelie Pean Hegyi,107,https://www.google.com/maps/contrib/112507214417940312401/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURjc2V5R3Z3RRAB,Nice quiet park with beautiful trees and flowers. Great for kids to run around. Not too many people,4 years ago,2025-01-24 13:54:58.486305,5.0,Eric Halvorsen,6,https://www.google.com/maps/contrib/110112208991809206808/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNBZ29HUERnEAE,"A small park out of the way of the hustle, it's nothing special and is overshadowed by the other two nearby parks, but is quiet and clean, a nice place to chill out or go for a run.",6 years ago,2025-01-24 13:55:02.598859,4.0,Eat_Meat_Eat_Repeat,329,https://www.google.com/maps/contrib/106880601467015579622/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURLdGNxYzFBRRAB,"Amazing park that feels like a fairy-tale, with the most beautiful view over the city 🌿 …",3 years ago,2025-01-24 13:55:02.598859,5.0,Daniela Telehuz,336,https://www.google.com/maps/contrib/111862047223684267277/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNPM2NiSWRBEAE,"Nice park, some green area is always appreciate in a big city like Paris !",2 years ago,2025-01-24 13:55:02.599860,5.0,Pierre André TAIEB (PierMex),174,https://www.google.com/maps/contrib/115370937997527213967/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURaM3BtdEJnEAE,I am very excited and after resting there feel myself ☺️☺️,a year ago,2025-01-24 13:55:02.600860,5.0,Лидия Примаченко,1,https://www.google.com/maps/contrib/113549406282655959866/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUQ3eUpqbTd3RRAB,Boof,5 months ago,2025-01-24 13:55:02.600860,3.0,seb vig,175,https://www.google.com/maps/contrib/118394370929907420412/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNxM0x5MElREAE,"A super beautiful, calm and relaxing park.",3 years ago,2025-01-24 13:55:02.601859,5.0,Sabir Ullah,51,https://www.google.com/maps/contrib/102589635296984384697/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURENFpHQl93RRAB,Beautiful trees and flowers,9 months ago,2025-01-24 13:55:02.601859,4.0,Pascal Nedjar,39,https://www.google.com/maps/contrib/112031725179209267475/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURRdUlEUENREAE,I just feel happy not to much people abd the place was clean.,7 years ago,2025-01-24 13:55:02.602859,5.0,Pierre Dessein,32,https://www.google.com/maps/contrib/107869013992683562251/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURSLWVTT3V3RRAB,Nice view from the top of the hill,a year ago,2025-01-24 13:55:02.602859,4.0,V N,277,https://www.google.com/maps/contrib/103311220460082280119/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURrajdlb0RREAE,"Nice view over Paris, and some good workout facilities.",5 years ago,2025-01-24 13:55:02.603860,5.0,Alexander Munro,0,https://www.google.com/maps/contrib/111486684735543547025/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUM4cDhXR0JBEAE,Small neighbourhood park. No dogs and good for small children.,4 years ago,2025-01-24 13:55:06.789037,5.0,Tony Scott,0,https://www.google.com/maps/contrib/103580765243762587654/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURRdmZiSFpnEAE,Great for outdoor sports activities or just hanging out.,7 years ago,2025-01-24 13:55:06.789037,5.0,Darja Horvat,16,https://www.google.com/maps/contrib/102609474760646592859/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURLOEtIdE13EAE,Where you can promenade.,3 years ago,2025-01-24 13:55:06.790038,4.0,Suree Poum,85,https://www.google.com/maps/contrib/114303220302444567258/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNLamQyVlRnEAE,Cool park with a nice view,3 years ago,2025-01-24 13:55:06.791037,4.0,Nicholas B,356,https://www.google.com/maps/contrib/101946063351113521167/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUQweU9lXzRRRRAB,Beautiful park and great gardeners!,5 years ago,2025-01-24 13:55:06.791037,4.0,Kata Wamba,362,https://www.google.com/maps/contrib/100747532904884574023/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNwbmZlLWlBRRAB,The best view ever,a year ago,2025-01-24 13:55:06.792037,5.0,Bilel Mselmi,2,https://www.google.com/maps/contrib/116470178519831373007/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUR5Z29qVnlRRRAB,Just too crowded with annoying parisian people,3 years ago,2025-01-24 13:55:06.792037,4.0,Marion Lanouziere,50,https://www.google.com/maps/contrib/100686637253729735127/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNLcnItdFNBEAE,When sunny days there will be more people,3 years ago,2025-01-24 13:55:06.793037,4.0,Kevin Hoshnar,10,https://www.google.com/maps/contrib/111210371629328847232/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNVNHRMTU53EAE,This wood zey pughw work morry,5 years ago,2025-01-24 13:55:06.793037,5.0,Fat,270,https://www.google.com/maps/contrib/113610801645280033298/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURZbnVHbzl3RRAB,Less busy than the nearby Buttes-Chaumont,5 years ago,2025-01-24 13:55:06.794036,4.0,Steve Hope,46,https://www.google.com/maps/contrib/114243513473098171270/reviews?hl=en
