id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChZDSUhNMG9nS0VJQ0FnSURiME5DVVRBEAE,Very good environment and neighbors,4 months ago,2024-12-28 17:16:00.592881,5.0,Zexun Wang (Zeze),0,https://www.google.com/maps/contrib/117875446878167231666/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSURPc3NXeUpBEAE,"The experience begins upon application. Absolutely zero responses to my emails for several years. There doesn't seem to be any ticket management.  There are lots of names and domain names at this university: u-paris.fr, parisdescartes.fr, Paris Cité, Paris V, etc.  The organization, seen from the outside, is a real artifice to me, like your public information broken down into your multiple domain names. I am carrying out a search related to your university and, systematically, I cannot find an up-to-date answer and answer. This experiment was repeated several times, always with the same result. Sometimes your site states the opposite of what the facts are. This is how your site indicates valid training which is not communicated on your e-candidate platform; disturbing for the student.  This is problematic: it is impossible to contact the training managers by email. Either they are ghosting or they are not receiving or transmitting to me. As I imagine myself as a student at your university, I tell myself that everyday life must be just as problematic, if not more problematic.  Lack of viability, at least at first glance.",2 years ago,2024-12-28 17:16:00.596882,1.0,Road Trip Côte d'Azur,276,https://www.google.com/maps/contrib/100994930408425256759/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNjajViZ2NBEAE,"I signed up for DU Naps and I don't recommend it to everyone. The administrative service is most astonishing. Since September I have been fighting to benefit from my courses for which I paid 1000 euros. It's April and not only did I not have access to it but they had the nerve to unsubscribe me through total incompetence. They are completely unreachable by phone and email. I was supposed to study for an exam. I have never seen such a display of administrative incompetence which for me amounted to theft, I lost 1000 euros. Thank you so much.",4 years ago,2024-12-28 17:16:00.596882,1.0,Mana Lucy,0,https://www.google.com/maps/contrib/108856181744689888049/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNtbXJyWWtnRRAB,"Hello, my father donated his body in 2016 and given the events that occurred, the way you treated the bodies, I hope that French justice will do what is necessary to imprison these individuals. Shame on you and all those who surround you. I joined the Paris Descartes association to support their action. I do not salute you.",3 years ago,2024-12-28 17:16:04.828330,1.0,jeanmichel lambert,76,https://www.google.com/maps/contrib/103350624439770824142/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUM1OHJ5SjBnRRAB,It is a research-oriented university as an integrated university. I know that it has the largest number of students in France.,a year ago,2024-12-28 17:16:04.828330,5.0,VANUATU Life 바누아투 Life,0,https://www.google.com/maps/contrib/110383610688154046444/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNBcXE3U3pnRRAB,"Regarding the DU of TCC in continuing education, expensive teaching around 3900 euros, interesting of course but success is not necessarily at the end of the road... Passing the dissertation is a real way of the cross. The real difficulty lies in finding a dissertation director! Some people take more than a month to give their response!",9 years ago,2024-12-28 17:16:04.828330,3.0,vanessa panteghini,54,https://www.google.com/maps/contrib/116093248676592747964/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURreGVTOU1BEAE,"This is a French public research university established in 1971. It focuses in the areas of medical sciences, biomedical sciences, law, computer sciences, economics and psychology. It is located in the buildings of the 18th Century Academy and College de Chirurgie and of the 19th Century Century Ecole de Sante of the French capital.There are also inside a museum and a library, both relative to medicine.  (Translated by Google) This is a French public research university established in 1971. It focuses in the fields of medical sciences, biomedical sciences, law, computer science, economics and psychology. They are located in the buildings of the 18th century Académie and College de Chirurgie and the 19th Century Ecole de Sante of the French capital. There is also inside a museum and a library, both for medicine.",5 years ago,2024-12-28 17:16:04.829330,2.0,بدر العتيبي,0,https://www.google.com/maps/contrib/111234031222163827038/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURseVpXSVNBEAE,I would like to show an image of Louis Pasteur that I have had for a long time in case it is of your interest to acquire it.,a year ago,2024-12-28 17:16:04.829330,5.0,Felix,0,https://www.google.com/maps/contrib/102555965183951418597/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUN3dEpYSFdBEAE,"Having completed my higher education in this faculty, I can sincerely tell you that I bitterly regret it. One of the worst colleges of all. I was in MACP, Mr Lang Bertrand being the director of the Master but also a teacher of 3 subjects... We no longer understood anything, we didn't know what subject we were doing and above all we didn't understand their interest... Moreover, it's a person who gives very very low grades which do not reflect the hard work and hard work done during the year. I am extremely disappointed.",6 years ago,2024-12-28 17:16:04.829330,1.0,Leslie se,0,https://www.google.com/maps/contrib/100335952575764520802/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUN3cTZ2ZS1RRRAB,"Old building, not maintained. Not to mention the non-existent or too present heating. Seats in poor condition, microphones and other electronics that are poorly or non-functional.",6 years ago,2024-12-28 17:16:04.833332,2.0,manu_499,283,https://www.google.com/maps/contrib/104915657721376106867/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUQ2ak9uYVF3EAE,"Very small park, no benches and very little sun. Still practical for students who have nowhere to eat.",3 years ago,2024-12-28 17:16:04.833332,2.0,Amandine,0,https://www.google.com/maps/contrib/106763196839952358706/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUMwdDlmT3ZRRRAB,TO AVOID: You pay for a DU in e-learning and you have NO access to the courses... 1000€ gone in the wind. The SFC offers you to pay €300 for the new academic year BUT you will NOT have ACCESS to the courses!!! Can someone please explain to me?!,5 years ago,2024-12-28 17:16:04.834332,1.0,Sm A,0,https://www.google.com/maps/contrib/103930386022092121114/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUN1bU1YYmR3EAE,A complete university. Exactly everything except committed professionals. An administration with shameful and irresponsible management. Yours sincerely,2 years ago,2024-12-28 17:16:04.834332,1.0,Patron Incognito,97,https://www.google.com/maps/contrib/114001929894205566591/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNBMzQyX2ZnEAE,"I am very motivated and determined to join the benches of your University despite the fact that I was not able to register in June as it should be, I am convinced that the teaching team will be sufficiently sympathetic to take my application into consideration despite the delay due to small incidents not depending on my will  Elizabeth",9 years ago,2024-12-28 17:16:08.985303,5.0,Achour Elisabeth,0,https://www.google.com/maps/contrib/112780935469432807543/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUN3aHByWWpBRRAB,"quality teaching on success after 11 p.m.: I learned many practices including submission. The material allows personal development, bodily expression and group work. The latter is at the heart of the cultural problem",11 years ago,2024-12-28 17:16:08.985303,3.0,Sébou La Romagne,0,https://www.google.com/maps/contrib/102079977657729821300/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURRMmEzWGNREAE,When will the seats in the lecture theater be changed and electrical outlets added? (Not great in a computer lecture hall to have a single socket for several rows),7 years ago,2024-12-28 17:16:08.986303,3.0,Simon Belbeoch,274,https://www.google.com/maps/contrib/109884050656072563026/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNRemFQcjJnRRAB,"The university is very good, their website is simply not functional, unacceptable after so many years, in particular the ENT is only functioning at 10% and has been for at least five years.",11 years ago,2024-12-28 17:16:08.986303,3.0,nicolas bourdon,77,https://www.google.com/maps/contrib/103994597601942052031/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNLMWMyOU9REAE,"I did a DU IDEC on Paris Descartes and clearly a university to avoid!!!! A disaster, no follow-up, apart from taking our money I don't feel like they did much!!!",3 years ago,2024-12-28 17:16:08.986303,1.0,amandine Coste,0,https://www.google.com/maps/contrib/110937703178963511359/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUR5eUppR2lRRRAB,"Inaccurate information on their site, disappointing student viewing, poor organization and communication, is this Paris descartes?",3 years ago,2024-12-28 17:16:08.986303,5.0,Ahmet Ferhat SARI,18,https://www.google.com/maps/contrib/110486521767510699210/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNHd1A2Q0V3EAE,It targets disabled people and this is where it is supposedly a place to learn. You're not even human,3 years ago,2024-12-28 17:16:08.987303,1.0,Francis Mercier,0,https://www.google.com/maps/contrib/116859407147807647829/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNRa09XTHd3RRAB,"I already visited Paris Descartes last year in July and frankly there is nothing to say, the University is very good average levels, studies... Ect.",8 years ago,2024-12-28 17:16:08.987303,5.0,Zaina Amirat,0,https://www.google.com/maps/contrib/110920765448581460897/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUN3dHZURnZRRRAB,I can't wait to get to know the premises of this establishment which seems to me to be pleasant with real competence in the courses of the lecturers.,8 years ago,2024-12-28 17:16:08.987303,5.0,Victoria Pezo,0,https://www.google.com/maps/contrib/114211626349290407180/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUN1cXJTdFNREAE,Shame on you for the way you treat the bodies given to you to advance science... it's a shame.,2 years ago,2024-12-28 17:16:08.988304,1.0,Dodo 007,22,https://www.google.com/maps/contrib/113948141893238788049/reviews?hl=en
