id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChZDSUhNMG9nS0VJQ0FnSURybHREclJBEAE,"Great space, intimate and quiet when you want to rest or zone out.",5 months ago,2024-12-28 17:07:53.088907,5.0,Vidya Amin,167,https://www.google.com/maps/contrib/117979882363432619125/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSUNRbE56YXFnRRAB,Nice small square with a ping pong table. Very close to Saint Lazare.,7 years ago,2024-12-28 17:07:53.092908,4.0,DrZaius,91,https://www.google.com/maps/contrib/101097640844207547675/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUN4ODQyMnlnRRAB,"Vey green, calm and beautiful square.",a year ago,2024-12-28 17:07:53.092908,5.0,Kateryna Stotska,298,https://www.google.com/maps/contrib/102236306459019570070/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUQtb0p2M0ZBEAE,"A pigeon stole my wallet, dangerous park",2 years ago,2024-12-28 17:07:53.093908,1.0,Jonny Tindal,71,https://www.google.com/maps/contrib/116274912030392116185/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUQyaDVTZjNRRRAB,Cute lil parc,2 years ago,2024-12-28 17:07:53.093908,5.0,Eddy Kijowski,1,https://www.google.com/maps/contrib/111354274324853851940/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUR1X0t2MmdnRRAB,Quiet and peaceful place,2 years ago,2024-12-28 17:07:53.093908,5.0,Juan Pablo Rosal Zarceño,0,https://www.google.com/maps/contrib/103536862654184044944/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNzcTUzM2hBRRAB,You can also play ping pong,4 years ago,2024-12-28 17:07:53.093908,5.0,Bishwo S. Tamrakar,28,https://www.google.com/maps/contrib/108606993920449384041/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNDc3YzOXNBRRAB,Nice park,4 years ago,2024-12-28 17:07:53.093908,4.0,Thijs Pieters,28,https://www.google.com/maps/contrib/111929121533497535194/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURLdGZlMkd3EAE,Correct.,3 years ago,2024-12-28 17:07:57.210044,3.0,Pierre Raynaud,19,https://www.google.com/maps/contrib/106964054020391051312/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURzbUlqU0xREAE,Ok,4 years ago,2024-12-28 17:07:57.210044,5.0,ibrahim abazar,0,https://www.google.com/maps/contrib/114608797298001644108/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUREazY2enV3RRAB,"Very nice public park with trees and plants. It has several areas to rest, hang out or have a quiet conversation. It has a children's play area with slides and sand. Charming place.",8 months ago,2024-12-28 17:07:57.211044,3.0,Marcel Pellicer,"1,926",https://www.google.com/maps/contrib/103076612773323433177/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURwOWV2UGRnEAE,"Pretty little square with plenty of trees, plenty of benches to take a break. A small children's play area.",a year ago,2024-12-28 17:07:57.211044,4.0,Laurent Padou,850,https://www.google.com/maps/contrib/102878442016850755868/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNXNzlYMkhREAE,"Pretty square with trees, plants and flowers located near the Saint Augustin church. Pleasant to go to, for all ages. You can stroll there, have lunch there, play there or simply take a break. And you can see all kinds of birds there, including robins if you are a keen observer! To visit.",2 years ago,2024-12-28 17:07:57.211044,4.0,Annie O,49,https://www.google.com/maps/contrib/115467639494524201691/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNuME1XRGRnEAE,"Pretty little park in the heart of Paris Pleasant to sit, rest, read or have lunch",3 months ago,2024-12-28 17:07:57.211044,5.0,Sarah T,282,https://www.google.com/maps/contrib/104367196619191415903/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUN4d3I2eldREAE,"The little square is really cute, and ideal for reading a book.",a year ago,2024-12-28 17:07:57.212045,5.0,Julien Chemin,867,https://www.google.com/maps/contrib/116734186128569478715/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNqaHJtR1VBEAE,"Small square (1867) with plenty of trees, located between the Cercle Militaire and the Cosem Miromesnil.",8 months ago,2024-12-28 17:07:57.212045,4.0,Sophie CHAT,371,https://www.google.com/maps/contrib/105450131615748663055/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNUdnR5dXR3RRAB,Peaceful square near Saint Lazare. Perfect for spending a little moment of relaxation during the lunch break or to relax with friends and chat. Many benches are available.,7 months ago,2024-12-28 17:07:57.212045,4.0,Antoine Lachaud,142,https://www.google.com/maps/contrib/116197660498438362476/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURYNzc3U3p3RRAB,Very nice park. The ping table needs to be renovated!! Wobbly net!,a month ago,2024-12-28 17:07:57.212045,2.0,Mathurin Bouvet-Jacques,56,https://www.google.com/maps/contrib/102149787491857490411/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUR4MjdxYzRBRRAB,A green space a stone’s throw from St Augustin. A paradise for birds and children. A ping pong table available. Be careful of lots of rats 》 avoid lawns!,a year ago,2024-12-28 17:08:01.383480,5.0,Clemence Decortiat,66,https://www.google.com/maps/contrib/118010811171243182605/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUN2eU0ya0ZnEAE,"a super quiet, and very beautiful park",3 weeks ago,2024-12-28 17:08:01.383480,5.0,Africa Cassy Lazarte Janampa,39,https://www.google.com/maps/contrib/104992222730679906858/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUN4a2ZXTXRRRRAB,"Very nice place next to the Maritime Museum whose building has been redone. This place is calm with beautiful rose beds, benches to allow the elderly and parents to sit. Children have plenty of space for games. There is a fountain and quiet places to rest and get some fresh air.",a year ago,2024-12-28 17:08:01.383480,3.0,Jean Claude GENESTE,670,https://www.google.com/maps/contrib/118436019399536451339/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNlcDRpTUFnEAE,"We were looking for a quiet, pleasant and easily accessible place to eat our lunch and we were served! The park is well maintained, there are plenty of benches to sit and enjoy the good weather, there are also events like the garden festival. It's a fairly busy place because there were students, children, parents, people who, exactly like us, were taking a little lunch break 😊👍 We also discovered the Saint-Augustin church of Jeanne D'arc which is beautiful right next to the park. Ps: pay attention to pedestrian crossings to access it because, due to the works, there are no traffic lights.",2 years ago,2024-12-28 17:08:01.384480,5.0,Malika Mian,46,https://www.google.com/maps/contrib/103012582933025967632/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNWaE5UMnZnRRAB,Nice when it's not raining because there is no covered place in the park. I work nearby sometimes I take my break here.,a year ago,2024-12-28 17:08:01.384480,3.0,Bélinda Richard,54,https://www.google.com/maps/contrib/102565563587053626420/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUQwbU9ySThBRRAB,"When the weather is good, the well-kept park invites you to take a break on the lawn or on benches. It is a small and beautiful oasis in the city and is popular with students and some parents with children. I liked it there.",5 years ago,2024-12-28 17:08:01.384480,5.0,Heike,124,https://www.google.com/maps/contrib/113077802809903168831/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURXc2JTZ2Z3EAE,"Very pretty park, well maintained, with a view of the St. Augustin church. And a ping pong table in the middle. The only drawbacks are the bird droppings on some benches and the trash cans next to them, not ideal when you're on a lunch break.",2 years ago,2024-12-28 17:08:01.384480,4.0,Mamadou N'Gatte,63,https://www.google.com/maps/contrib/107399481608573014661/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURZNDVtWVVBEAE,This square is very interesting because it is not very well known and has many white spaces and a few places on the lawn for those who venture there. In summer it is a place very popular with students and relatively unknown to employees in the surrounding offices. I recommend it to eat your sandwich and drink your little Badoit fresh from the first rays of sun :-),5 years ago,2024-12-28 17:08:01.385481,4.0,Oliv ier,206,https://www.google.com/maps/contrib/111487198505037422865/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUR4MHByVDRBRRAB,"Great little square, great for taking a break while waiting for a train at St Lazare station, several benches in the shade, greenery, trash cans, it's perfect! Thank you Paris 😊 …",a year ago,2024-12-28 17:08:01.385481,5.0,Julien Thivet,626,https://www.google.com/maps/contrib/117806104759109384968/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURCcF96bUhnEAE,"A pretty little green square, with benches to rest on and a few ping pong tables. Very good for resting in the 8th district, a short lunch break...",a year ago,2024-12-28 17:08:01.385481,4.0,Hiba FL,165,https://www.google.com/maps/contrib/114794035505378161614/reviews?hl=en
